"link","nazwa","cena","marka","srednia_ocena","liczba_ocen","typ_produktu","skladniki","alergeny"
"https://www.hebe.pl/pyunkang-yul-odzywczy-i-nawilzajacy-krem-pod-oczy-50x1-ml-1-opak.-68991982.html","Odżywczy i nawilżający krem pod oczy",158.67,"Pyunkang Yul",NA,NA,"Kremy i płatki pod oczy","Astragalus Membranaceus (Huang Qi) Root Extract, Petrolatum, Dimethicone, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Glycerin, Phenyl Trimethicone, Ceresin, Pentylene Glycol, 1, 2-Hexanediol, Polysorbate 60, Butylene Glycol, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Lactobacillus/Panax Ginseng Root Ferment Filtrate, Glycyrrhiza Glabra (Licorice) Root Extract, Acetyl Glucosamine, Adenosine, Sodium Hyaluronate, Silica, Peg-100 Stearate, Glyceryl Stearate. ** Ingredients Subject to Change at Manufacturer's Discretion","alcohol"
"https://www.hebe.pl/pyunkang-yul-naturalny-100-olej-do-skory-twarzy-26-ml-57582721.html","Naturalny 100% olej do skóry twarzy",85.48,"Pyunkang Yul",NA,NA,"Serum, olejki i ampułki","Simmondsia Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Butyrospermum Parkii (Shea Butter), Geranium Maculatum Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Citrus Medica Limonum (Lemon) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil",NA
"https://www.hebe.pl/heimish-delikatny-zel-oczyszczajacy-do-twarzy-130-ml-70597717.html","Delikatny żel oczyszczający do twarzy",55.92,"Heimish",NA,NA,"Żele do mycia twarzy","Water, Sodium C14-16 Olefin Sulfonate, Glycerin, Lauryl Hydroxysultaine, Sorbitol, Acrylates Copolymer, Sodium Chloride, 1, 2-Hexanediol, C12-13 Alketh-9, Potassium Benzoate, Butylene Glycol, Coco-Glucoside, Propanediol, Potassium Hydroxide, Decyl Glucoside, Eucalyptus Globulus Leaf Oil, Citric Acid, Amyris Balsamifera Bark Oil, Ethylhexylglycerin, Juniperus Mexicana Oil, Mentha Viridis (Spearmint) Leaf Oil, Propylene Glycol Laurate, Styrene/Acrylates Copolymer, Lavandula Angustifolia (Lavender) Oil, Trisodium Ethylenediamine Disuccinate, Myristica Fragrans (Nutmeg) Kernel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Niacinamide, Salicylic Acid, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Benzoic Acid, Cocos Nucifera (Coconut) Oil, Sodium Ascorbyl Phosphate, Butyrospermum Parkii (Shea) Butter, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Paradisi (Grapefruit) Peel Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil","propylene glycol"
"https://www.hebe.pl/skin1004-krem-ochronny-z-pantenolem-75-ml-000000000000559319.html","Krem ochronny z pantenolem",124.99,"Skin1004",NA,NA,"Kremy do twarzy","Cypress Water, Water, Tea Tree Leaf Water (9.4%), Butylene Glycol, Panthenol (5%), Dimethicone, Glycerin, Niacinamide, 1, 2-Hexanediol, Polyacrylate-13, Cyclopentasilol Cein, Titanium Dioxide, Hydrogenated Polyisobutene, Royal Pine Leaf Extract, Silica, Propanediol, Glycereth-26, Dimethicone, Polyglyceryl-10 Laurate, Ethylhexyl Palmitate, Sorbitan Isostearate, Ethylhexylglycerin, Tea Tree Leaf Oil (500ppm), Pentylene Glycol, Hydrolyzed Gardenia Extract, Hydrolyzed Malt Extract, Hydrolyzed Tricolor Violet Extrac, Aluminum Hydroxide, Caprylyl Glycol, Caprylic/Capric Triglyceride, Disodium Edta, Triethoxyca Prilylsilane, Ceramide Np, Ammonium Polyacryloyldimethyltaurate, Hydrogenated Lecithin, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Centella Asiatica Extract (10ppm), Mandelic Acid, Centella Asiatica Leaf Extract (2ppm)",NA
"https://www.hebe.pl/skin1004-delikatnie-zluszczajaca-pianka-do-mycia-twarzy-125-ml-000000000000559290.html","Delikatnie złuszczająca pianka do mycia twarzy",84.99,"Skin1004",NA,NA,"Pianki do mycia twarzy","Centella Asiatica Extract (41%), Water, Lauryl Hydroxysultaine, Glycerin, Disodium Cocoamphodiacetate, Potassium Cocoyl Glycinate, Sodium Chloride, Potassium Cocoate, Sodium Lauroyl Glutamate, Vitis Vinifera (Grape) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Prunus Mume Fruit Extract, Madecassoside, 1, 2-Hexanediol, Xylitylglucoside, Anhydroxylitol, Xylitol, Niacinamide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, 3-o-Ethyl Ascorbic Acid, Trehalose, Butylene Glycol, Panthenol, Agave Tequilana Leaf Extract, Glucose, Caprylic/Capric Triglyceride, Hexylene Glycol, Pentylene Glycol, Citric Acid, Potassium Benzoate, Ethylhexylglycerin, Disodium Edta",NA
"https://www.hebe.pl/enough-nawilzajacy-podklad-do-twarzy-z-kolagenem-13-100-ml-69049939.html","Nawilżający podkład do twarzy z kolagenem 13",60.99,"Enough",NA,NA,"Makijaż","Aqua, Cetyl Ethylhexanoate, Titanium Dioxide, Caprylic/Capric Triglyceride, Glycerin, Dimethicone, Butylene Glycol, Ethylhexyl Methoxycinnamate, Niacinamide, Cetyl Peg/Ppg-10/1 Dimethicone, Sorbitan Sesquioleate, Ci 77492, Ozokerite, Sodium Chloride, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Ci 77499, Sodium Hyaluronate, Magnesium Aluminum Silicate, Ci 77491, Aluminum Hydroxide, Triethoxycaprylylsilane, Beta-Glucan, Hydrolyzed Collagen, Parfum, Betaine, Adenosine, Benzyl Benzoate, Centella Asiatica Extract, Paeonia Lactiflora Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Polygonum Multiflorum Root Extract, Phellinus Linteus Extract, Morus Alba Bark Extract, Sophora Flavescens Root Extract, Cimicifuga Racemosa Root Extract, Sesamum Indicum (Sesame) Seed Extract, Angelica Gigas Root Extract, Scutellaria Baicalensis Root Extract.",NA
"https://www.hebe.pl/purito-oczyszczajaco-odswiezajaca-kostka-do-mycia-100-g-47366387.html","Oczyszczająco-odświeżająca kostka do mycia",49.84,"Purito",5,1,"Mydła","Sodium Cocoyl Isethionate (Surfactants-Cleansing, Agents), Zea Mays (Corn) Starch (Skin-Conditioning Agent), Water, Glycerin (Humectant), Olea Europaea (Olive) Fruit Oil (Skin-Conditioning, Agent–occlusive), Coconut Acid (Surfactants-Cleansing Agents), Hydroxypropyl Starch Phosphate (Viscosity Increasing Agents-Aqueous), 3, Sodium Isethionate (Surfactants-Cleansing Agents), Coco-Betaine, (Surfactants-Cleansing Agents), Sodium Cocoyl Apple Amino Acids, (Surfactants-Foam Boosters), Methylpropanediol (Solvent), Charcoal, Powder (Opacifier), Propanediol (Solvent), Sodium Chloride (Viscosity, Increasing Agents-Aqueous), Hexylene Glycol (Skin-Conditioning Agent), Glyceryl Caprylate (Skin-Conditioning Agents-Emollient), Caprylhydroxamic Acid (Chelating Agents), Laminaria Japonica Extract, (Skin Conditioning Agent), Tetrasodium Glutamate Diacetate (Chelating, Agents)",NA
"https://www.hebe.pl/frudia-odmladzajace-serum-do-twarzy-50-g-000000000000529961.html","Odmładzające serum do twarzy",119.99,"Frudia",NA,NA,"Serum, esencje i ampułki","Punica Granatum Fruit Extract, Glycerin, Squalane, Dipropylene Glycol, 1, 2-Hexanediol, Dipentaerythrityl Hexa C5-9 Acid Esters, Water, Hydrogenated Polydecene, Eclipta Prostrata Extract, Trehalose, Glycereth-26, Cyclopentasiloxane, Butylene Glycol, Cyclohexasiloxane, Glyceryl Stearate, Polysorbate 60, Panthenol, Dimethicone, Peg-100 Stearate, Cetyl Alcohol, Sorbitan Stearate, Methyl Glucose Sesquistearate, Melia Azadirachta Leaf Extract, Tocopherol, Tromethamine, Carbomer, Stearyl Alcohol, Polyquaternium-51, Xanthan Gum, Moringa Oleifera Seed Oil, Adenosine, Myristyl Alcohol, Polyacrylate-13, Glyceryl Acrylate/Acrylic Acid Copolymer, Coco-Caprylate/Caprate, Lauryl Alcohol, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Polyisobutene, Hydrogenated Lecithin, Vitis Vinifera (Grape) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Polysorbate 20, Sorbitan Isostearate, Soluble Collagen, Solanum Lycopersicum (Tomato) Seed Oil, Punica Granatum Seed Oil, Phytosterols, Mangifera Indica (Mango) Seed Oil, Hyaluronic Acid, Citrus Paradisi (Grapefruit) Seed Oil, Prunella Vulgaris Extract, Fucus Vesiculosus Extract, Disodium Edta, Chlorphenesin, Fragrance","fragrance, alcohol, propylene glycol"
"https://www.hebe.pl/frudia-zluszczajaca-esencja-do-ciala-200-ml-000000000000530058.html","Złuszczająca esencja do ciała",47.99,"Frudia",NA,NA,"Peelingi","Water, Cetyl Ethylhexanoate, Cetyl Alcohol, Caprylic/Capric Triglyceride, Polysorbate 60, Glyceryl Stearate, Butyrospermum Parkii (Shea) Butter, Stearyl Alcohol, Dimethicone, Myristyl Alcohol, Sodium Polyacrylate, Punica Granatum Fruit Extract, Lauryl Alcohol, Ethylhexyl Stearate, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Potassium Hydroxide, 1, 2-Hexanediol, Trideceth-6, Prunus Serotina (Wild Cherry) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, Honey Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Citrus Limon (Lemon) Fruit Extract, Citric Acid, Centella Asiatica Extract, Madecassoside, Ethylhexylglycerin, Eucalyptus Globulus Leaf Extract, Chamaecyparis Obtusa Leaf Extract, Bambusa Vulgaris Extract, Asiaticoside, Disodium Edta, Phenoxyethanol, Chlorphenesin, Fragrance, Limonene, Benzyl Salicylate, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Citronellol","fragrance, alcohol"
"https://www.hebe.pl/missha-nawilzajaca-maska-do-twarzy-27-g-000000000000531935.html","Nawilżająca maska do twarzy",17.99,"Missha",NA,NA,"Maseczki","Citrullus Lanatus (Watermelon) Fruit Extract, Beta Vulgaris (Beet) Root Extract, Butylene Glycol, Glycerin, Dipropylene Glycol, 1, 2-Hexanediol, Hydroxyacetophenone, Water, Sodium Hyaluronate, Allantoin, Betaine, Panthenol, Carbomer, Arginine, Dipotassium Glycyrrhizate, Vinyl Dimethicone, Isoamyl Laurate, Polymethylsilsesquioxane, Stearyl Dimethicone, Polyglyceryl-10 Myristate, Polyglyceryl-10 Stearate, Caprylyl Glycol, Glyceryl Caprylate, Caramel, Dextrin, Gardenia Florida Fruit Extract, Polyglyceryl-10 Laurate, Ethylhexylglycerin, Sodium Phytate, Parfum","propylene glycol"
"https://www.hebe.pl/mixsoon-balsam-w-sztyfcie-z-soja-do-twarzy-115-ml-000000000000530976.html","Balsam w sztyfcie z soją do twarzy",139.99,"Mixsoon",NA,NA,"Kremy do twarzy","Helianthus Annuus (Sunflower) Seed Oil, Polyglyceryl-2 Triisostearate, Octyldodecanol, Butyrospermum Parkii (Shea) Butter, Euphorbia Cerifera (Candelilla) Wax, Microcrystalline Wax, Tocopheryl Acetate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Diisostearyl Malate, Ricinus Communis (Castor) Seed Oil, Macadamia Seed Oil Polyglyceryl-6 Esters Behenate, Synthetic Wax, Polyethylene, Polymethylsilsesquioxane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Sorbitan Olivate, Glycine Soja (Soybean) Oil, Bisabolol, Tocopherol, Hippophae Rhamnoides Fruit Oil, Dehydroacetic Acid, Eclipta Prostrata Extract, Camellia Sinensis Seed Oil, Macadamia Integrifolia Seed Oil, Camellia Japonica Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Olea Europaea (Olive) Fruit Oil, Argania Spinosa Kernel Oil, Melia Azadirachta Leaf Extract, Monascus Extract, Moringa Oleifera Seed Oil, Water/Aqua, 1, 2-Hexanediol, Leuconostoc/Radish Root Ferment Filtrate, Lactobacillus Ferment Lysate, Bifida Ferment Filtrate, Lactococcus Ferment, Lactococcus Ferment Lysate, Lactobacillus/Soybean Ferment Extract, Lactobacillus/Punica Granatum Fruit Ferment Extract, Lactobacillus/Acerola Cherry Ferment, Lactobacillus Ferment",NA
"https://www.hebe.pl/mary-may-serum-do-twarzy-spowalniajace-procesy-starzenia-30-ml-54532327.html","Serum do twarzy spowalniające procesy starzenia",79.11,"Mary & May",NA,NA,"Serum, esencje i ampułki","Purified Water, Rubus Fruticosus (Blackberry) Fruit Extract (67, 500ppm), Euterpe Oleracea Fruit Extract (67, 500ppm), Vaccinium Angustifolium (Blueberry) Fruit Extract (67, 500ppm), Glycerin, Caprylic/Capric Triglyceride, Glycereth-26, 1, 2-Hexanediol, Butylene Glycol, Polyglyceryl-10 Laurate, Hydroxydecyl Ubiquinone (1000ppm), Hydrogenated Lecithin, Arginine, Carbomer, Ethylhexylglycerin, Caprylyl Glycol",NA
"https://www.hebe.pl/cosrx-nawilzajacy-krem-do-twarzy-50-ml-000000000000476191.html","Nawilżający krem do twarzy",117.99,"Cosrx",5,1,"Kremy do twarzy","Water, Propanediol, Camellia Sinensis Leaf Extract, Glycerin, Pentylene Glycol, 1, 2-Hexanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Tromethamine, Butylene Glycol, Cetearyl Olivate, Sorbitan Olivate, Allantoin, Aloe Ferox Leaf Extract, Ethylhexylglycerin, Glyceryl Acrylate/Acrylic Acid Copolymer, Disodium Edta, Hydrolyzed Hibiscus Esculentus Extract, Lupinus Albus Seed Extract, Moringa Oleifera Seed Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract",NA
"https://www.hebe.pl/mixsoon-esencja-do-twarzy-z-owocu-noni-100-ml-000000000000530830.html","Esencja do twarzy z owocu noni",127.99,"Mixsoon",NA,NA,"Toniki i hydrolaty","Aqua/Water, Butylene Glycol, Glycerin, Morinda Citrifolia Fruit Extract",NA
"https://www.hebe.pl/farmstay-wielofunkcyjny-krem-ze-sluzem-ze-slimaka-50-ml-000000000000407004.html","Wielofunkcyjny krem ze śluzem ze ślimaka",109.99,"Farmstay",5,5,"Kremy do twarzy","Aqua, Snail Secretion Filtrate, Glycerin, Cyclopentasiloxane, Cyclohexasiloxane, Cetearyl Alcohol, Helianthus Annuus (Sunflower) Seed Oil, Niacinamide, Polyglyceryl-3 Methylglucose Distearate, Mineral Oil, Cetyl Ethylhexanoate, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Glyceryl Stearate, Peg-100 Stearate, Butyrospermum Parkii (Shea) Butter, Trehalose, Bis-Peg-18 Methyl Ether Dimethyl Silane, Dimethicone, Phenoxyethanol, Sodium Polyacrylate, Glycyrrhiza Glabra (Licorice) Root Extract, Chaenomeles Sinensis Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Methylparaben, Tocopheryl Acetate, Propylparaben, Allantoin, Xanthan Gum, Cellulose Gum, Adenosine, Disodium Edta, Sodium Hyaluronate, Parfum.","paraben, alcohol"
"https://www.hebe.pl/vvbetter-ujedrniajacy-krem-pod-oczy-30-ml-73648414.html","Ujędrniający krem pod oczy",103.92,"vvbetter",NA,NA,"Kremy i płatki pod oczy","Camellia Sinensis Leaf Water, Glycerin, Dicaprylyl Carbonate, Cetearyl Alcohol, Sodium Ascorbyl Phosphate, Caprylic/Capric Triglyceride, Hydroxyethyl Acrylate/ Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Glucoside, Niacinamide, Panthenol, Phellodendron Amurense Bark Extract, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Theobroma Cacao (Cocoa) Seed Extract, Elaeis Guineensis (Palm) Oil, Hydrogenated Lecithin, Sodium Hyaluronate, Citrus Aurantium Dulcis (Orange) Peel Oil, Olea Europaea (Olive) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Ocimum Basilicum (Basil) Oil, Cetearyl Olivate, Sorbitan Olivate, Bisabolol, Vinyl Dimethicone, Water, Behenyl Alcohol, Sorbitan Isostearate, Bakuchiol, Squalane, Carnosine, Tocopherol, Glyceryl Stearate Se, Citric Acid, Xanthan Gum, Adenosine, Glucose, Disodium Edta, Cholesterol, Butylene Glycol, Ascorbyl Glucoside, Dextrin, Ceramide Np, Nonapeptide-1, Acetyl Hexapeptide-8, Copper Tripeptide-1, Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Palmitoyl Pentapeptide-4, Hexapeptide-9, 1, 2-Hexanediol, Hydroxyacetophenone, Ethylhexylglycerin, Caprylyl Glycol, Limonene, Linalool","alcohol"
"https://www.hebe.pl/mixsoon-mgielka-do-ciala-50-ml-000000000000530990.html","Mgiełka do ciała",59.99,"Mixsoon",NA,NA,"Toniki i hydrolaty","Centella Asiatica Extract, Melaleuca Alternifolia Leaf Extract, Houttuynia Cordata Extract, Glycerin, Butylene Glycol, 1, 2-Hexanediol, Water, Panthenol, Sodium Hyaluronate",NA
"https://www.hebe.pl/kocostar-maska-do-twarzy-25-ml-000000000000480700.html","Maska do twarzy",18.99,"Kocostar",NA,NA,"Maseczki","Water/Aqua, Glycerin, Butylene Glycol, Dipropylene Glycol, Betaine, Xanthan Gum, Hydroxyacetophenone, 1, 2-Hexanediol, Carbomer, Caprylyl Glycol, Niacinamide, Polyglyceryl-10 Isostearate, Illicium Verum (Anise) Fruit Extract, Polyglyceryl-10 Oleate, Sodium Hydroxide, Fragrance/Parfum, Sodium Gluconate, Scutellaria Baicalensis Root Extract, Ascophyllum Nodosum Extract, Dipotassium Glycyrrhizate, Retinyl Palmitate, Sodium Hyaluronate, Epilobium Angustifolium Flower/Leaf/Stem Extract, Carica Papaya (Papaya) Fruit Extract, Prunus Mume Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Chenopodium Quinoa Seed Extract, Daucus Carota Sativa (Carrot) Root Extract, Glycine Max (Soybean) Seed Extract, Oryza Sativa (Rice) Extract, Panax Ginseng Root Extract","fragrance, propylene glycol"
"https://www.hebe.pl/tiam-przeciwzmarszczkowy-krem-do-twarzy-80-ml-57982551.html","Przeciwzmarszczkowy krem do twarzy",77.52,"Tiam",NA,NA,"Kremy do twarzy","Purified Water, Butylene Glycol, Glycerin, Sunflower Seed Oil, Cetearyl Alcohol, Dimethicone, 1, 2-Hexanediol, Betaine, Hydrolyzed Collagen, Retinyl Palmitate, Tocopherol, Peanut Oil, Three Tearyl Olate, Sorbitanate, Polysorbate 60, Panthenol, Ethyl Hexyl Glycerin, Tocopheryl Acetate, Allantoin, Hydroxyethylacrylate / Sodium Acryloyldimethyl Taurate Copolymer, Black Currant Extract Yeast Extract, Lactobacillus Fermentation, Xanthan Gum, Spices, Adenosine","alcohol"
"https://www.hebe.pl/manyo-olejek-do-demakijazu-200-ml-73506629.html","Olejek do demakijażu",118,"Ma:Nyo",NA,NA,"Olejki do mycia i demakijażu","Glycine Soja (Soybean) Oil, Sorbeth-30 Tetraoleate, Isoamyl Laurate, Caprylic/Capric Triglyceride, Camellia Sinensis Leaf Oil, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Artemisia Vulgaris Oil, Salvia Officinalis (Sage) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Caprylate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Moringa Oleifera Seed Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Eucalyptus Globulus Leaf Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Tocopherol, Camellia Sinensis Leaf Extract, Camellia Sinensis Leaf Water, Artemisia Vulgaris Extract, Carica Papaya (Papaya) Fruit Extract, Pogostemon Cablin Oil, Olibanum",NA
"https://www.hebe.pl/mizon-regenerujacy-toner-do-twarzy-100-ml-000000000000424334.html","Regenerujący toner do twarzy",76.99,"Mizon",5,6,"Toniki i hydrolaty","Water, Propanediol, Methyl Gluceth-20, Glycerin, 1, 2-Hexanediol, Glycereth-26, Snail Secretion Filtrate (15, 000 Ppm), Butylene Glycol, C12-14 Pareth-12, Trehalose, Carbomer, Tromethamine, Panthenol, Ethylhexylglycerin, Adenosine, Polyquaternium-51, Cellulose Gum, Origanum Vulgare Leaf Extract, Chamaecyparis Obtusa Leaf Extract, Salix Alba (Willow) Bark Extract, Scutellaria Baicalensis Root Extract, Cinnamomum Cassia Bark Extract, Portulaca Oleracea Extract, Lactobacillus/Soybean Ferment Extract, Salvia Hispanica Seed Extract, Centella Asiatica Extract, Houttuynia Cordata Extract, Tocopherol",NA
"https://www.hebe.pl/farmstay-serum-roll-on-pod-oczy-25-ml-000000000000400479.html","Serum roll-on pod oczy",87.99,"Farmstay",5,2,"Kremy i płatki pod oczy","Aqua, Glycereth-26, Glycerin, Dimethicone, Dipropylene Glycol, Niacinamide, Snail Secretion Filtrate, Sea Water, Trehalose, Sodium Hyaluronate, Pentaerythrityl Tetraisostearate, Cyclopentasiloxane, Squalane, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Polysorbate 60, Butylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, 1, 2-Hexanediol, Carbomer, Arginine, Hydroxyacetophenone, Adenosine, Disodium Edta, Ethylhexylglycerin, Parfum.","propylene glycol"
"https://www.hebe.pl/frudia-ochronny-krem-bb-do-twarzy-z-spf50-40-g-000000000000530143.html","Ochronny krem bb do twarzy z spf50",59.99,"Frudia",NA,NA,"Kremy BB i CC","Centella Asiatica Extract, Zinc Oxide, Cyclopentasiloxane, Titanium Dioxide, Cyclohexasiloxane, C12-15 Alkyl Benzoate, Glycerin, Propanediol, Polyglyceryl-4 Isostearate, Cetyl Peg/Ppg-10/1 Dimethicone, Water, 1, 2-Hexanediol, Caprylyl Methicone, Niacinamide, Disteardimonium Hectorite, Magnesium Sulfate, Triethoxycaprylylsilane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Aluminum Hydroxide, Stearic Acid, Ci 77492, Pentylene Glycol, Sodium Polyacrylate, Ci 77491, Ci 77499, Caprylyl Glycol, Limonene, Butylene Glycol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Adenosine, Lavandula Hybrida Oil, Linalool, Juniperus Virginiana Oil, Cupressus Sempervirens Leaf/Nut/Stem Oil, Sodium Citrate, Polyether-1, Panthenol, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Paradisi (Grapefruit) Peel Oil, Triticum Vulgare (Wheat) Seed Extract, Tricholoma Matsutake Extract, Dioscorea Opposita (Wild Yam) Root Extract, Tremella Fuciformis (Mushroom) Extract, Prunus Persica (Peach) Kernel Extract, Angelica Gigas Root Extract, Nelumbo Nucifera Root Extract, Polygonum Fagopyrum (Buckwheat) Seed Extract, Cnidium Officinale Root Extract, Phaseolus Radiatus Seed Extract, Ceramide Np, Soluble Collagen, Moringa Oleifera Seed Oil, Madecassoside, Asiaticoside, Madecassic Acid, Asiatic Acid, Copper Tripeptide-1, Acetyl Hexapeptide-8, Palmitoyl Pentapeptide-4, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1",NA
"https://www.hebe.pl/some-by-mi-ujedrniajaco-rozjasniajace-serum-do-twarzy-30-ml-59221020.html","Ujędrniająco-rozjaśniające serum do twarzy",86.23,"Some By Mi",NA,NA,"Serum, esencje i ampułki","Galactomyces Ferment Filtrate (75 %), Dipropylene Glycol, Glycerin, Butylene Glycol, Ascorbic Acid(30, 000 Ppm), 1, 2-Hexanediol, Niacinamide, Tromethamine, Water, Trehalose, C12-14 Pareth-12, Allantoin, Hydroxyethylcellulose, Xanthan Gum, Ethylhexylglycerin, Adenosine, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Hydrogenated Lecithin, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hyaluronate, Pvm/Ma Copolymer, Polyglyceryl-10 Stearate, Lavandula Angustifolia (Lavender) Oil, Panthenol, Sodium Ascorbyl Phosphate(25 Ppm), Phenylethyl Resorcinol, Propolis Extract, Aronia Melanocarpa Fruit Extract, Bambusa Vulgaris Extract, Aspalathus Linearis Extract, Saccharide Hydrolysate, Maltodextrin, Ficus Carica (Fig) Fruit Extract, Phoenix Dactylifera (Date) Fruit Extract, Tuber Magnatum Extract, Pyridoxine, Houttuynia Cordata Extract, Folic Acid, Biotin, Opuntia Ficus-Indica Extract, Opuntia Coccinellifera Fruit Extract, Caprylic/Capric Triglyceride, Adansonia Digitata Seed Extract, Leuconostoc/Radish Root Ferment Filtrate, Sparassis Crispa Extract, Calendula Officinalis Flower Extract, Brassica Oleracea Italica (Broccoli) Extract, Tocopherol, Cyanocobalamin, Vaccinium Myrtillus Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Ribes Nigrum (Black Currant) Fruit Extract, Euterpe Oleracea Fruit Extract, Spirulina Maxima Extract, Thiamine Hcl, Linoleic Acid, Inositol, Astaxanthin, Caramel, Linalool, Limonene","propylene glycol"
"https://www.hebe.pl/mixsoon-esencja-do-twarzy-z-pstrolistki-100-ml-000000000000530839.html","Esencja do twarzy z pstrolistki",127.99,"Mixsoon",NA,NA,"Toniki i hydrolaty","Aqua/Water, Butylene Glycol, Houttuynia Cordata Extract",NA
"https://www.hebe.pl/tocobo-krem-z-filtrem-spf50-pa-typu-tone-up-50-ml-68992026.html","Krem z filtrem spf50+ pa++++ typu tone up",75,"Tocobo",NA,NA,"Kremy z filtrem UV","Hippophae Rhamnoides Water, Dibutyl Adipate, Propanediol, Titanium Dioxide, Butyloctyl Salicylate, Caprylic/Capric Triglyceride, Glycerin, Butylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, 1, 2-Hexanediol, Niacinamide, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Aqua, Hippophae Rhamnoides Fruit Extract, Pentylene Glycol, Sodium Hyaluronate, Polymethylsilsesquioxane, Polyhydroxystearic Acid, Dimethicone/Vinyl Dimethicone Crosspolymer, Stearic Acid, Dimethiconol, Trisiloxane, Sodium Polyacryloyldimethyl Taurate, Ammonium Polyacryloyldimethyl Taurate, Alumina, Hydroxypropyl Methylcellulose Stearoxy Ether, Coco-Caprylate/Caprate, Xanthan Gum, Ethylhexylglycerin, Adenosine, Sodium Polyacrylate, Aluminum Hydroxide, Triethoxycaprylylsilane, Pvm/Ma Copolymer, t-Butyl Alcohol, Cyanocobalamin, Polyether-1, Tocopherol, Parfum","alcohol"
